input bits,output bits,mean,standard deviation,min error,max error
19,8,-0.0014216,0.0196771,-0.0648639,0.0639294
19,9,-0.00031282,0.0108395,-0.0349682,0.0349682
19,10,-0.000210326,0.00609071,-0.0188325,0.0209607
19,11,-0.00016498,0.00303038,-0.0111596,0.0131482
19,12,-3.71626e-05,0.00162823,-0.00638306,0.00631226
19,13,-1.64965e-05,0.000867783,-0.00353507,0.00353507
19,14,-2.14842e-05,0.000460854,-0.00186311,0.00200978
19,15,-4.48269e-06,0.000245663,-0.00100862,0.00115528
19,16,-3.5268e-06,0.0001254,-0.000567137,0.000667004
19,17,-1.09986e-06,6.66971e-05,-0.000303034,0.00033131
19,18,-8.27116e-07,3.40262e-05,-0.000154756,0.000187186
19,19,-1.18991e-07,1.74211e-05,-7.95402e-05,7.95402e-05
19,20,-2.36105e-07,9.43411e-06,-4.82845e-05,4.44698e-05
19,21,-1.13794e-07,5.28631e-06,-2.89547e-05,2.70473e-05
19,22,-5.20813e-08,3.54721e-06,-1.75106e-05,1.75106e-05
19,23,-1.75919e-08,3.04398e-06,-1.48664e-05,1.48664e-05
19,24,-2.46114e-08,2.89278e-06,-1.43896e-05,1.41512e-05
19,25,-1.05098e-08,2.83885e-06,-1.4121e-05,1.4121e-05
19,26,-5.48539e-10,2.82702e-06,-1.40531e-05,1.40531e-05
19,27,-5.66985e-10,2.82426e-06,-1.40316e-05,1.40316e-05
19,28,-1.24717e-09,2.82316e-06,-1.40233e-05,1.40233e-05
19,29,-5.90305e-10,2.82304e-06,-1.40159e-05,1.40233e-05
19,30,-1.60529e-10,2.82363e-06,-1.40122e-05,1.40122e-05
19,31,-1.14252e-10,2.82356e-06,-1.40066e-05,1.40103e-05
19,32,-4.53166e-14,2.82356e-06,-1.40084e-05,1.40084e-05
20,4,-0.00669253,0.22999,-0.593659,0.593659
20,5,-0.0143892,0.113365,-0.30877,0.252945
20,6,-0.00393078,0.0609696,-0.144607,0.18761
20,7,-0.00346683,0.0387314,-0.113818,0.113818
20,8,-0.00142163,0.019677,-0.064858,0.0639235
20,9,-0.00031282,0.0108399,-0.0349739,0.0349739
20,10,-0.000210319,0.00609091,-0.0188329,0.0209547
20,11,-0.000164963,0.00303044,-0.0111596,0.0131422
20,12,-3.71607e-05,0.00162826,-0.00638306,0.00630628
20,13,-1.64956e-05,0.000867879,-0.00353516,0.00353516
20,14,-2.14817e-05,0.000460691,-0.00186907,0.00200978
20,15,-4.48379e-06,0.000245675,-0.00101458,0.00115528
20,16,-3.5266e-06,0.000125301,-0.000567137,0.000667004
20,17,-1.10062e-06,6.65945e-05,-0.000309025,0.00033131
20,18,-8.27422e-07,3.39835e-05,-0.000154756,0.000187186
20,19,-1.19053e-07,1.74834e-05,-7.95402e-05,7.95402e-05
20,20,-2.35954e-07,9.13206e-06,-4.53743e-05,4.36599e-05
20,21,-1.13803e-07,4.86523e-06,-2.4297e-05,2.51647e-05
20,22,-5.20886e-08,2.71112e-06,-1.3903e-05,1.3903e-05
20,23,-1.75876e-08,1.81267e-06,-8.82456e-06,8.82456e-06
20,24,-2.4604e-08,1.46201e-06,-7.34828e-06,7.2371e-06
20,25,-1.0508e-08,1.3656e-06,-6.76027e-06,6.76027e-06
20,26,-5.47374e-10,1.33671e-06,-6.76027e-06,6.70066e-06
20,27,-5.67013e-10,1.33384e-06,-6.69367e-06,6.69367e-06
20,28,-1.24731e-09,1.33463e-06,-6.66387e-06,6.66387e-06
20,29,-5.90163e-10,1.33381e-06,-6.67877e-06,6.67877e-06
20,30,-1.60508e-10,1.33355e-06,-6.67877e-06,6.67505e-06
20,31,-1.1423e-10,1.33387e-06,-6.67877e-06,6.67877e-06
20,32,-4.93134e-14,1.33385e-06,-6.6797e-06,6.6797e-06
21,4,-0.00669271,0.22999,-0.593661,0.593661
21,5,-0.0143893,0.113364,-0.30877,0.252945
21,6,-0.00393076,0.0609693,-0.144607,0.18761
21,7,-0.00346683,0.0387312,-0.113818,0.113818
21,8,-0.00142162,0.0196771,-0.0648609,0.0639265
21,9,-0.000312805,0.0108399,-0.0349767,0.0349767
21,10,-0.0002103,0.00609108,-0.0188332,0.0209577
21,11,-0.000164957,0.00303058,-0.0111625,0.0131452
21,12,-3.71577e-05,0.00162837,-0.00638306,0.00630927
21,13,-1.64947e-05,0.000867947,-0.00353521,0.00353521
21,14,-2.14798e-05,0.000460698,-0.00186907,0.00200978
21,15,-4.4831e-06,0.000245559,-0.00101458,0.00115528
21,16,-3.52759e-06,0.00012529,-0.000570121,0.000667004
21,17,-1.10041e-06,6.65724e-05,-0.000309025,0.00033131
21,18,-8.27735e-07,3.385e-05,-0.000157752,0.000187186
21,19,-1.19233e-07,1.73443e-05,-7.95402e-05,7.95402e-05
21,20,-2.36044e-07,8.98026e-06,-4.52907e-05,4.36927e-05
21,21,-1.13774e-07,4.73395e-06,-2.29804e-05,2.42378e-05
21,22,-5.20963e-08,2.43041e-06,-1.31751e-05,1.31751e-05
21,23,-1.75954e-08,1.36626e-06,-6.70044e-06,6.49936e-06
21,24,-2.46063e-08,8.94215e-07,-4.2957e-06,4.23536e-06
21,25,-1.05084e-08,7.10709e-07,-3.61038e-06,3.61038e-06
21,26,-5.47828e-10,6.68995e-07,-3.50752e-06,3.44791e-06
21,27,-5.6702e-10,6.53859e-07,-3.38831e-06,3.38831e-06
21,28,-1.24728e-09,6.48461e-07,-3.35851e-06,3.35851e-06
21,29,-5.90187e-10,6.48003e-07,-3.34361e-06,3.33615e-06
21,30,-1.60481e-10,6.48598e-07,-3.35106e-06,3.35106e-06
21,31,-1.14223e-10,6.48149e-07,-3.34733e-06,3.34547e-06
21,32,-4.50945e-14,6.48183e-07,-3.34733e-06,3.34733e-06
22,4,-0.00669274,0.22999,-0.593661,0.593661
22,5,-0.0143894,0.113365,-0.308772,0.252945
22,6,-0.00393073,0.0609694,-0.144607,0.18761
22,7,-0.00346678,0.0387313,-0.11382,0.11382
22,8,-0.0014216,0.0196772,-0.0648609,0.063928
22,9,-0.000312799,0.0108399,-0.0349767,0.0349767
22,10,-0.000210305,0.00609108,-0.0188334,0.0209592
22,11,-0.000164958,0.00303062,-0.0111625,0.0131467
22,12,-3.71583e-05,0.00162839,-0.00638306,0.00631076
22,13,-1.64954e-05,0.00086798,-0.00353523,0.00353523
22,14,-2.14794e-05,0.00046073,-0.00186907,0.00200978
22,15,-4.48315e-06,0.000245574,-0.00101458,0.00115528
22,16,-3.52714e-06,0.000125263,-0.000568629,0.000667004
22,17,-1.10035e-06,6.65699e-05,-0.000309025,0.00033131
22,18,-8.27571e-07,3.3848e-05,-0.000156254,0.000187186
22,19,-1.1924e-07,1.73256e-05,-7.95402e-05,7.95402e-05
22,20,-2.36074e-07,8.95527e-06,-4.67876e-05,4.29729e-05
22,21,-1.13782e-07,4.71263e-06,-2.34442e-05,2.53515e-05
22,22,-5.20766e-08,2.39859e-06,-1.25136e-05,1.25136e-05
22,23,-1.75947e-08,1.26198e-06,-6.44416e-06,6.44416e-06
22,24,-2.4605e-08,7.02053e-07,-3.331e-06,3.56942e-06
22,25,-1.05083e-08,4.45721e-07,-2.49991e-06,2.3807e-06
22,26,-5.47722e-10,3.68455e-07,-2.09741e-06,2.09741e-06
22,27,-5.66999e-10,3.42645e-07,-1.99278e-06,2.02258e-06
22,28,-1.2473e-09,3.34889e-07,-1.97787e-06,1.96297e-06
22,29,-5.90196e-10,3.33605e-07,-1.94807e-06,1.94062e-06
22,30,-1.60493e-10,3.33229e-07,-1.92945e-06,1.93317e-06
22,31,-1.14224e-10,3.32992e-07,-1.92945e-06,1.92945e-06
22,32,-4.60937e-14,3.33032e-07,-1.92945e-06,1.92945e-06
23,4,-0.00669272,0.22999,-0.593661,0.593661
23,5,-0.0143894,0.113365,-0.308772,0.252945
23,6,-0.00393074,0.0609694,-0.144607,0.18761
23,7,-0.00346679,0.0387313,-0.11382,0.11382
23,8,-0.00142161,0.0196772,-0.0648609,0.063928
23,9,-0.000312802,0.0108399,-0.0349775,0.0349775
23,10,-0.000210308,0.00609102,-0.0188334,0.0209592
23,11,-0.00016496,0.00303059,-0.0111633,0.0131467
23,12,-3.71588e-05,0.00162839,-0.0063838,0.00631076
23,13,-1.6495e-05,0.000867973,-0.00353524,0.00353524
23,14,-2.14792e-05,0.000460751,-0.00186907,0.00201053
23,15,-4.48301e-06,0.000245582,-0.00101458,0.00115603
23,16,-3.5274e-06,0.000125272,-0.000569375,0.000667752
23,17,-1.10045e-06,6.65573e-05,-0.000309774,0.000332059
23,18,-8.27671e-07,3.38482e-05,-0.000157752,0.000187932
23,19,-1.19245e-07,1.73098e-05,-8.02891e-05,8.02891e-05
23,20,-2.36085e-07,8.93584e-06,-4.67876e-05,4.29729e-05
23,21,-1.13801e-07,4.70168e-06,-2.34442e-05,2.53515e-05
23,22,-5.20852e-08,2.38556e-06,-1.29275e-05,1.29275e-05
23,23,-1.759e-08,1.23687e-06,-6.44416e-06,6.44416e-06
23,24,-2.46062e-08,6.56381e-07,-3.38618e-06,3.62459e-06
23,25,-1.05082e-08,3.65106e-07,-1.94435e-06,1.94435e-06
23,26,-5.47725e-10,2.46584e-07,-1.2404e-06,1.2404e-06
23,27,-5.66928e-10,2.02729e-07,-1.04799e-06,1.04799e-06
23,28,-1.24729e-09,1.90304e-07,-1.02754e-06,1.02754e-06
23,29,-5.90196e-10,1.87461e-07,-1.01261e-06,1.02006e-06
23,30,-1.60483e-10,1.86633e-07,-1.02379e-06,1.02379e-06
23,31,-1.14225e-10,1.86441e-07,-1.02379e-06,1.02379e-06
23,32,-4.7204e-14,1.86354e-07,-1.02565e-06,1.02565e-06
24,4,-0.00669274,0.22999,-0.593661,0.593661
24,5,-0.0143894,0.113365,-0.308772,0.252945
24,6,-0.00393073,0.0609695,-0.144607,0.18761
24,7,-0.00346678,0.0387313,-0.11382,0.11382
24,8,-0.0014216,0.0196772,-0.0648609,0.0639283
24,9,-0.000312801,0.0108399,-0.0349778,0.0349778
24,10,-0.000210306,0.00609104,-0.0188334,0.0209596
24,11,-0.000164959,0.00303059,-0.0111636,0.0131471
24,12,-3.71587e-05,0.00162839,-0.0063838,0.00631114
24,13,-1.6495e-05,0.000867984,-0.00353525,0.00353525
24,14,-2.14792e-05,0.000460754,-0.00186907,0.00201015
24,15,-4.483e-06,0.00024559,-0.00101458,0.00115566
24,16,-3.52737e-06,0.000125271,-0.000569375,0.000667378
24,17,-1.10042e-06,6.65543e-05,-0.000309774,0.000331685
24,18,-8.27691e-07,3.38408e-05,-0.000157378,0.000188306
24,19,-1.19267e-07,1.73147e-05,-7.99146e-05,7.99146e-05
24,20,-2.36089e-07,8.93713e-06,-4.67876e-05,4.29729e-05
24,21,-1.13808e-07,4.69323e-06,-2.34442e-05,2.53515e-05
24,22,-5.20897e-08,2.37912e-06,-1.29275e-05,1.29275e-05
24,23,-1.7593e-08,1.23415e-06,-6.44416e-06,6.44416e-06
24,24,-2.46046e-08,6.421e-07,-3.19715e-06,3.34472e-06
24,25,-1.05088e-08,3.29759e-07,-1.68566e-06,1.86868e-06
24,26,-5.47802e-10,1.92067e-07,-9.99807e-07,1.02931e-06
24,27,-5.66985e-10,1.28913e-07,-6.80862e-07,7.10664e-07
24,28,-1.24729e-09,1.08228e-07,-6.4718e-07,6.4718e-07
24,29,-5.90203e-10,1.02303e-07,-6.5024e-07,6.5024e-07
24,30,-1.60492e-10,1.01179e-07,-6.40485e-07,6.40485e-07
24,31,-1.14226e-10,1.01006e-07,-6.42347e-07,6.42347e-07
24,32,-4.59272e-14,1.0102e-07,-6.40485e-07,6.40485e-07
25,4,-0.00669273,0.22999,-0.593661,0.593661
25,5,-0.0143894,0.113365,-0.308772,0.252946
25,6,-0.00393074,0.0609694,-0.144607,0.18761
25,7,-0.00346679,0.0387313,-0.11382,0.11382
25,8,-0.0014216,0.0196772,-0.0648611,0.0639285
25,9,-0.000312801,0.0108399,-0.0349776,0.0349776
25,10,-0.000210306,0.00609103,-0.0188334,0.0209598
25,11,-0.000164959,0.00303059,-0.0111638,0.0131473
25,12,-3.71587e-05,0.00162838,-0.00638399,0.00631132
25,13,-1.64951e-05,0.000867978,-0.00353524,0.00353524
25,14,-2.14792e-05,0.000460755,-0.00186926,0.00201053
25,15,-4.48297e-06,0.000245588,-0.00101476,0.00115603
25,16,-3.52737e-06,0.000125273,-0.000569561,0.000667752
25,17,-1.10042e-06,6.65576e-05,-0.000310336,0.000332059
25,18,-8.27651e-07,3.38406e-05,-0.000157752,0.000188306
25,19,-1.19257e-07,1.73117e-05,-8.02891e-05,8.02891e-05
25,20,-2.36092e-07,8.93705e-06,-4.67876e-05,4.31333e-05
25,21,-1.13806e-07,4.69059e-06,-2.36314e-05,2.55388e-05
25,22,-5.20915e-08,2.37908e-06,-1.3302e-05,1.3302e-05
25,23,-1.75943e-08,1.22892e-06,-6.63141e-06,6.63141e-06
25,24,-2.46052e-08,6.36209e-07,-3.38618e-06,3.62459e-06
25,25,-1.0508e-08,3.19175e-07,-1.83245e-06,1.86868e-06
25,26,-5.47903e-10,1.72331e-07,-9.32399e-07,9.69702e-07
25,27,-5.66973e-10,9.47252e-08,-5.26859e-07,5.26859e-07
25,28,-1.24729e-09,6.35893e-08,-3.51176e-07,3.51176e-07
25,29,-5.9021e-10,5.33276e-08,-2.96456e-07,2.89005e-07
25,30,-1.60489e-10,5.01667e-08,-2.96456e-07,2.92731e-07
25,31,-1.14226e-10,4.93684e-08,-2.96456e-07,2.98319e-07
25,32,-4.59133e-14,4.91773e-08,-2.97387e-07,2.97387e-07
26,4,-0.00669274,0.22999,-0.593661,0.593661
26,5,-0.0143894,0.113365,-0.308772,0.252946
26,6,-0.00393074,0.0609694,-0.144607,0.18761
26,7,-0.00346679,0.0387313,-0.11382,0.11382
26,8,-0.0014216,0.0196772,-0.0648612,0.0639285
26,9,-0.000312801,0.0108399,-0.0349777,0.0349777
26,10,-0.000210306,0.00609104,-0.0188334,0.0209598
26,11,-0.000164959,0.00303059,-0.0111638,0.0131473
26,12,-3.71586e-05,0.00162838,-0.00638399,0.00631132
26,13,-1.64951e-05,0.000867974,-0.00353524,0.00353524
26,14,-2.14792e-05,0.000460753,-0.00186935,0.00201053
26,15,-4.483e-06,0.00024559,-0.00101486,0.00115603
26,16,-3.52736e-06,0.000125275,-0.000569655,0.000667752
26,17,-1.10042e-06,6.65579e-05,-0.000310242,0.000332059
26,18,-8.27648e-07,3.38416e-05,-0.000157659,0.000188399
26,19,-1.19255e-07,1.73133e-05,-8.02891e-05,8.02891e-05
26,20,-2.36092e-07,8.9368e-06,-4.67876e-05,4.32265e-05
26,21,-1.13807e-07,4.69038e-06,-2.36314e-05,2.55388e-05
26,22,-5.20914e-08,2.37806e-06,-1.32084e-05,1.32084e-05
26,23,-1.75951e-08,1.22858e-06,-6.63141e-06,6.63141e-06
26,24,-2.46059e-08,6.34194e-07,-3.38618e-06,3.62459e-06
26,25,-1.05084e-08,3.18949e-07,-1.85073e-06,1.86868e-06
26,26,-5.47677e-10,1.66156e-07,-9.15009e-07,9.15009e-07
26,27,-5.67018e-10,8.68765e-08,-4.97777e-07,4.97777e-07
26,28,-1.24729e-09,4.87473e-08,-2.92829e-07,2.92829e-07
26,29,-5.90211e-10,3.21969e-08,-1.77661e-07,1.80762e-07
26,30,-1.6049e-10,2.66121e-08,-1.54651e-07,1.57052e-07
26,31,-1.14226e-10,2.52146e-08,-1.45683e-07,1.45683e-07
26,32,-4.58717e-14,2.48563e-08,-1.45683e-07,1.45683e-07
27,4,-0.00669273,0.22999,-0.593661,0.593661
27,5,-0.0143894,0.113365,-0.308772,0.252946
27,6,-0.00393074,0.0609694,-0.144607,0.18761
27,7,-0.00346679,0.0387313,-0.11382,0.11382
27,8,-0.0014216,0.0196772,-0.0648613,0.0639285
27,9,-0.000312801,0.0108399,-0.0349778,0.0349778
27,10,-0.000210306,0.00609104,-0.0188334,0.0209597
27,11,-0.000164959,0.00303059,-0.0111639,0.0131472
27,12,-3.71587e-05,0.00162838,-0.00638399,0.00631128
27,13,-1.64951e-05,0.000867976,-0.00353524,0.00353524
27,14,-2.14792e-05,0.000460752,-0.00186935,0.00201053
27,15,-4.483e-06,0.000245588,-0.00101486,0.00115603
27,16,-3.52738e-06,0.000125275,-0.000569701,0.000667752
27,17,-1.10041e-06,6.65586e-05,-0.000310289,0.000332059
27,18,-8.27648e-07,3.38415e-05,-0.000157705,0.000188352
27,19,-1.19254e-07,1.73127e-05,-8.02891e-05,8.02891e-05
27,20,-2.36091e-07,8.93631e-06,-4.67876e-05,4.32731e-05
27,21,-1.13808e-07,4.68957e-06,-2.36782e-05,2.55856e-05
27,22,-5.2092e-08,2.37738e-06,-1.32552e-05,1.32552e-05
27,23,-1.75951e-08,1.22755e-06,-6.63141e-06,6.63141e-06
27,24,-2.46061e-08,6.33428e-07,-3.43298e-06,3.6714e-06
27,25,-1.05085e-08,3.17393e-07,-1.85073e-06,1.85073e-06
27,26,-5.47761e-10,1.66352e-07,-9.26152e-07,9.26152e-07
27,27,-5.66942e-10,8.47371e-08,-4.79819e-07,4.79819e-07
27,28,-1.2473e-09,4.51857e-08,-2.76778e-07,2.76778e-07
27,29,-5.9021e-10,2.55751e-08,-1.5446e-07,1.4701e-07
27,30,-1.6049e-10,1.796e-08,-1.05884e-07,1.02158e-07
27,31,-1.14226e-10,1.51531e-08,-8.74988e-08,8.93615e-08
27,32,-4.57746e-14,1.44878e-08,-8.24499e-08,8.24499e-08
28,4,-0.00669274,0.22999,-0.593661,0.593661
28,5,-0.0143894,0.113365,-0.308772,0.252946
28,6,-0.00393074,0.0609694,-0.144607,0.18761
28,7,-0.00346679,0.0387313,-0.11382,0.11382
28,8,-0.0014216,0.0196772,-0.0648613,0.0639285
28,9,-0.000312801,0.0108399,-0.0349778,0.0349778
28,10,-0.000210306,0.00609104,-0.0188334,0.0209597
28,11,-0.000164959,0.00303059,-0.0111639,0.0131472
28,12,-3.71587e-05,0.00162838,-0.00638399,0.0063113
28,13,-1.64951e-05,0.000867976,-0.00353524,0.00353524
28,14,-2.14792e-05,0.000460753,-0.00186935,0.00201053
28,15,-4.483e-06,0.000245589,-0.00101486,0.00115603
28,16,-3.52737e-06,0.000125275,-0.000569701,0.000667752
28,17,-1.10042e-06,6.65589e-05,-0.000310289,0.000332059
28,18,-8.27647e-07,3.38424e-05,-0.000157682,0.000188376
28,19,-1.19254e-07,1.73133e-05,-8.02891e-05,8.02891e-05
28,20,-2.36091e-07,8.93667e-06,-4.67876e-05,4.32731e-05
28,21,-1.13807e-07,4.68971e-06,-2.36548e-05,2.55622e-05
28,22,-5.2092e-08,2.37706e-06,-1.32786e-05,1.32786e-05
28,23,-1.75953e-08,1.22761e-06,-6.63141e-06,6.63141e-06
28,24,-2.46061e-08,6.33113e-07,-3.43298e-06,3.6714e-06
28,25,-1.05086e-08,3.17284e-07,-1.85073e-06,1.8564e-06
28,26,-5.47825e-10,1.65603e-07,-9.26152e-07,9.26152e-07
28,27,-5.66967e-10,8.3985e-08,-4.79819e-07,4.85492e-07
28,28,-1.24727e-09,4.35535e-08,-2.62253e-07,2.62253e-07
28,29,-5.90215e-10,2.26353e-08,-1.30377e-07,1.35315e-07
28,30,-1.6049e-10,1.27289e-08,-7.68626e-08,7.31374e-08
28,31,-1.14226e-10,8.40451e-09,-5.0099e-08,5.0099e-08
28,32,-4.59133e-14,6.81712e-09,-4.43636e-08,4.43636e-08
29,4,-0.00669274,0.22999,-0.593661,0.593661
29,5,-0.0143894,0.113365,-0.308772,0.252946
29,6,-0.00393074,0.0609694,-0.144607,0.18761
29,7,-0.00346679,0.0387313,-0.11382,0.11382
29,8,-0.0014216,0.0196772,-0.0648613,0.0639285
29,9,-0.000312801,0.0108399,-0.0349778,0.0349778
29,10,-0.000210306,0.00609104,-0.0188334,0.0209597
29,11,-0.000164959,0.00303059,-0.0111639,0.0131472
29,12,-3.71587e-05,0.00162838,-0.00638399,0.00631131
29,13,-1.64951e-05,0.000867976,-0.00353525,0.00353525
29,14,-2.14792e-05,0.000460753,-0.00186936,0.00201054
29,15,-4.48299e-06,0.000245589,-0.00101487,0.00115605
29,16,-3.52737e-06,0.000125275,-0.000569713,0.000667764
29,17,-1.10042e-06,6.65587e-05,-0.000310278,0.000332071
29,18,-8.27648e-07,3.38423e-05,-0.000157682,0.000188399
29,19,-1.19253e-07,1.73133e-05,-8.03008e-05,8.03008e-05
29,20,-2.36091e-07,8.93659e-06,-4.6811e-05,4.32848e-05
29,21,-1.13807e-07,4.68967e-06,-2.36665e-05,2.55739e-05
29,22,-5.20919e-08,2.37688e-06,-1.32786e-05,1.32786e-05
29,23,-1.75953e-08,1.22724e-06,-6.64312e-06,6.64312e-06
29,24,-2.46062e-08,6.3316e-07,-3.42128e-06,3.6597e-06
29,25,-1.05086e-08,3.17101e-07,-1.86243e-06,1.86243e-06
29,26,-5.47858e-10,1.65453e-07,-9.26152e-07,9.26152e-07
29,27,-5.66989e-10,8.37809e-08,-4.91522e-07,4.91522e-07
29,28,-1.24729e-09,4.32079e-08,-2.62847e-07,2.62847e-07
29,29,-5.90206e-10,2.19075e-08,-1.28446e-07,1.35896e-07
29,30,-1.60492e-10,1.16483e-08,-7.08044e-08,7.03345e-08
29,31,-1.14226e-10,6.41795e-09,-3.78285e-08,4.15538e-08
29,32,-4.58656e-14,4.34368e-09,-2.7962e-08,2.7962e-08
30,4,-0.00669273,0.22999,-0.593661,0.593661
30,5,-0.0143894,0.113365,-0.308772,0.252946
30,6,-0.00393074,0.0609694,-0.144607,0.18761
30,7,-0.00346679,0.0387313,-0.11382,0.11382
30,8,-0.0014216,0.0196772,-0.0648613,0.0639285
30,9,-0.000312801,0.0108399,-0.0349778,0.0349778
30,10,-0.000210306,0.00609104,-0.0188334,0.0209597
30,11,-0.000164959,0.00303059,-0.0111639,0.0131472
30,12,-3.71587e-05,0.00162838,-0.00638399,0.00631131
30,13,-1.64951e-05,0.000867976,-0.00353525,0.00353525
30,14,-2.14792e-05,0.000460753,-0.00186936,0.00201054
30,15,-4.483e-06,0.000245589,-0.00101487,0.00115605
30,16,-3.52737e-06,0.000125275,-0.000569707,0.000667764
30,17,-1.10042e-06,6.65587e-05,-0.000310278,0.000332071
30,18,-8.27648e-07,3.38422e-05,-0.000157682,0.000188393
30,19,-1.19253e-07,1.73134e-05,-8.03008e-05,8.03008e-05
30,20,-2.3609e-07,8.93673e-06,-4.68051e-05,4.32789e-05
30,21,-1.13807e-07,4.68973e-06,-2.36724e-05,2.55797e-05
30,22,-5.20919e-08,2.37698e-06,-1.32727e-05,1.32727e-05
30,23,-1.75953e-08,1.22732e-06,-6.64312e-06,6.64312e-06
30,24,-2.46062e-08,6.33017e-07,-3.42713e-06,3.66555e-06
30,25,-1.05086e-08,3.16994e-07,-1.86243e-06,1.86243e-06
30,26,-5.47856e-10,1.65366e-07,-9.26152e-07,9.26152e-07
30,27,-5.66999e-10,8.37009e-08,-4.91522e-07,4.91522e-07
30,28,-1.2473e-09,4.30746e-08,-2.62847e-07,2.62847e-07
30,29,-5.9021e-10,2.18694e-08,-1.28446e-07,1.35896e-07
30,30,-1.60488e-10,1.13161e-08,-7.10785e-08,6.76751e-08
30,31,-1.14226e-10,5.79055e-09,-3.58023e-08,3.7665e-08
30,32,-4.58036e-14,3.19705e-09,-1.85949e-08,1.85949e-08
31,4,-0.00669273,0.22999,-0.593661,0.593661
31,5,-0.0143894,0.113365,-0.308772,0.252946
31,6,-0.00393074,0.0609694,-0.144607,0.18761
31,7,-0.00346679,0.0387313,-0.11382,0.11382
31,8,-0.0014216,0.0196772,-0.0648613,0.0639285
31,9,-0.000312801,0.0108399,-0.0349778,0.0349778
31,10,-0.000210306,0.00609104,-0.0188334,0.0209597
31,11,-0.000164959,0.00303059,-0.0111639,0.0131472
31,12,-3.71587e-05,0.00162838,-0.006384,0.00631131
31,13,-1.64951e-05,0.000867976,-0.00353525,0.00353525
31,14,-2.14792e-05,0.000460753,-0.00186936,0.00201054
31,15,-4.483e-06,0.000245589,-0.00101487,0.00115605
31,16,-3.52737e-06,0.000125275,-0.000569713,0.000667767
31,17,-1.10042e-06,6.65587e-05,-0.00031028,0.000332074
31,18,-8.27647e-07,3.38423e-05,-0.000157682,0.000188393
31,19,-1.19253e-07,1.73134e-05,-8.03037e-05,8.03037e-05
31,20,-2.36091e-07,8.93678e-06,-4.68081e-05,4.32848e-05
31,21,-1.13807e-07,4.6898e-06,-2.36724e-05,2.55797e-05
31,22,-5.20918e-08,2.37702e-06,-1.32756e-05,1.32756e-05
31,23,-1.75952e-08,1.22733e-06,-6.64312e-06,6.64312e-06
31,24,-2.46062e-08,6.33012e-07,-3.43006e-06,3.66848e-06
31,25,-1.05086e-08,3.16987e-07,-1.86535e-06,1.86535e-06
31,26,-5.47866e-10,1.65316e-07,-9.29077e-07,9.29077e-07
31,27,-5.66998e-10,8.36251e-08,-4.94448e-07,4.94448e-07
31,28,-1.2473e-09,4.30338e-08,-2.62847e-07,2.62847e-07
31,29,-5.90213e-10,2.18278e-08,-1.31372e-07,1.38822e-07
31,30,-1.6049e-10,1.12018e-08,-7.4004e-08,7.02787e-08
31,31,-1.14225e-10,5.69671e-09,-3.67511e-08,3.86137e-08
31,32,-4.61102e-14,2.96641e-09,-1.90317e-08,1.90317e-08
32,4,-0.00669273,0.22999,-0.593661,0.593661
32,5,-0.0143894,0.113365,-0.308772,0.252946
32,6,-0.00393074,0.0609694,-0.144607,0.18761
32,7,-0.00346679,0.0387313,-0.11382,0.11382
32,8,-0.0014216,0.0196772,-0.0648613,0.0639285
32,9,-0.000312801,0.0108399,-0.0349778,0.0349778
32,10,-0.000210306,0.00609104,-0.0188334,0.0209597
32,11,-0.000164959,0.00303059,-0.0111639,0.0131472
32,12,-3.71587e-05,0.00162838,-0.006384,0.00631131
32,13,-1.64951e-05,0.000867976,-0.00353525,0.00353525
32,14,-2.14792e-05,0.000460753,-0.00186936,0.00201054
32,15,-4.483e-06,0.000245589,-0.00101487,0.00115605
32,16,-3.52737e-06,0.000125275,-0.000569712,0.000667766
32,17,-1.10042e-06,6.65588e-05,-0.00031028,0.000332072
32,18,-8.27647e-07,3.38423e-05,-0.000157683,0.000188393
32,19,-1.19253e-07,1.73133e-05,-8.03023e-05,8.03023e-05
32,20,-2.36091e-07,8.93675e-06,-4.68081e-05,4.32833e-05
32,21,-1.13807e-07,4.6898e-06,-2.36709e-05,2.55782e-05
32,22,-5.20918e-08,2.37703e-06,-1.32771e-05,1.32771e-05
32,23,-1.75952e-08,1.22735e-06,-6.64312e-06,6.64312e-06
32,24,-2.46062e-08,6.33024e-07,-3.42859e-06,3.66701e-06
32,25,-1.05086e-08,3.16975e-07,-1.86682e-06,1.86682e-06
32,26,-5.47864e-10,1.65314e-07,-9.29077e-07,9.29077e-07
32,27,-5.67001e-10,8.36375e-08,-4.95911e-07,4.95911e-07
32,28,-1.2473e-09,4.30074e-08,-2.62847e-07,2.62847e-07
32,29,-5.90214e-10,2.17975e-08,-1.30832e-07,1.38283e-07
32,30,-1.60491e-10,1.11874e-08,-7.25412e-08,6.88159e-08
32,31,-1.14226e-10,5.65606e-09,-3.52883e-08,3.7151e-08
32,32,-4.56632e-14,2.877e-09,-1.764e-08,1.764e-08
